"","SUBJECT.NAME","Obesity.BMI","Obesity.BodyLength","Obesity.Date.Month","Obesity.Date.Year","Obesity.Date.Season","Obesity.Date.StudyStartSeconds","Obesity.Date.Hour","Obesity.Date.StudyDay","GENDER","Obesity.EndNormalBW","CoatColour","CageDensity","Litter","cage","Biochem.Albumin","Biochem.ALP","Biochem.ALT","Biochem.AST","Biochem.Calcium","Biochem.Chloride","Biochem.Creatinine","Biochem.Glucose","Biochem.HDL","Biochem.LDL","Biochem.Phosphorous","Biochem.Potassium","Biochem.Sodium","Biochem.Tot.Cholesterol","Biochem.Tot.Protein","Biochem.Triglycerides","Biochem.Urea","Biochem.EndNormalBW","Biochem.Date.StudyDay","Biochem.Date.Season","Biochem.Date.Month","Biochem.Date.Year","Biochem.Age"
"450","A053063281",-0.51376048439828,8.2,6,2003,"summer",12096000,0,141,"F",23,"albino",4,1,"24D",28.6,128,31,118,1.96,93,20,10.66,1.05,0.36,2.16,NA,127,2.72,48.9,0.62,6.7,23,173,"summer",7,2003,72
"451","A053063855",-0.462001635288708,7.4,6,2003,"summer",12700800,0,148,"M",26.4,"black",3,2,"25C",30.5,98,66,236,1.98,90,18,5.27,1.42,0.47,2.76,NA,123,3.7,53.5,0.44,8.9,26.4,179,"summer",7,2003,65
"452","A053066863",-0.526098737654034,7.6,7,2003,"summer",15724800,0,183,"F",19.9,"chocolate",4,3,"30F",31,150,33,127,2.21,98,22,NA,2.38,0.46,2.28,NA,136,3.59,52.2,0.44,6.3,19.9,214,"summer",8,2003,64
"453","A053068315",-0.429766197689983,7.9,7,2003,"summer",15724800,0,183,"M",26.3,"black",3,3,"30D",29.2,186,35,138,1.96,106,22,13.08,1.57,0.28,2.66,NA,127,3.1,49.9,0.69,5.7,26.3,215,"summer",8,2003,66
"454","A053068775",-0.394096669590277,7.5,5,2003,"spring",10886400,0,127,"M",31.1,"black",5,1,"22C",27.3,125,25,147,2.09,98,22,7.64,1.88,0.36,2.58,NA,134,3.17,50.8,0.7,9.5,31.1,158,"summer",6,2003,65
"455","A053070383",-0.476316260083433,7.7,6,2003,"summer",13910400,0,162,"F",21.3,"black",6,1,"27E",27,NA,NA,343,2.02,95,NA,9.39,0.99,0.4,2.67,NA,119,2.14,44.1,0.26,8.5,21.3,194,"summer",8,2003,67
"456","A053074016",-0.449663666458257,7.1,6,2003,"summer",11491200,0,134,"F",20.5,"light.brown",6,2,"23F",25.1,102,40,341,1.81,98,19,6.18,0.91,0.25,3.14,NA,131,1.74,43.3,0.27,7.9,20.5,166,"summer",7,2003,65
"457","A053075376",-0.523412576044384,7.9,7,2003,"summer",15724800,0,183,"F",23.1,"light.brown",4,5,"30E",28.9,178,24,77,2.1,94,22,12.44,1.4,0.42,1.9,NA,140,2.45,47.5,0.37,6,23.1,214,"summer",8,2003,66
"458","A053075572",-0.452149976899718,7,6,2003,"summer",13910400,0,162,"F",19.9,"black",6,5,"27F",27.1,NA,NA,NA,1.96,96,NA,6,0.97,0.42,2.52,NA,133,2.33,45.1,0.22,8.5,19.9,194,"summer",8,2003,68
"459","A053075810",-0.426254358380507,7.8,6,2003,"summer",12096000,0,141,"M",28.6,"black",5,2,"24C",25.8,90,NA,272,2.03,100,22,8.63,2.29,0.37,2.86,NA,136,3.14,44.3,0.69,9.2,28.6,172,"summer",7,2003,63
"460","A053076035",-0.378627957122064,7.4,6,2003,"summer",12096000,0,141,"M",28.4,"albino",5,2,"24C",30.5,59,36,257,1.93,94,17,7.75,1.85,0.33,2.74,NA,128,3.42,55.1,0.31,9.9,28.4,172,"summer",7,2003,63
"461","A053077810",-0.340788861420558,7.1,6,2003,"summer",11491200,0,134,"M",27.3,"black",4,3,"23D",29.7,74,33,160,1.65,86,17,3.14,NA,0.37,NA,NA,116,3.46,52.3,NA,10.1,27.3,165,"summer",7,2003,65
"462","A053078842",-0.471592573199065,7.6,8,2003,"summer",16934400,0,197,"F",25,"black",4,2,"32F",29.8,172,40,111,2.14,101,18,7.39,1.12,0.3,2.31,NA,139,2.07,51.3,0.35,6.3,25,229,"autumn",9,2003,66
"463","A053081284",-0.46818316693188,6.9,7,2003,"summer",14515200,0,169,"F",16,"black",5,3,"28E",29.7,103,42,175,1.91,87,18,8.57,1.2,0.3,2.2,NA,118,2.72,48.8,0.36,7.3,16,201,"summer",8,2003,66
"464","A053083044",-0.363987829748491,6.8,7,2003,"summer",15724800,0,183,"M",26.5,"black",5,3,"30C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","A053083824",-0.55451894802687,8.1,6,2003,"summer",13910400,0,162,"F",21.2,"dark.brown",6,1,"27E",25.9,NA,71,NA,1.75,94,NA,9.55,1.06,0.26,2.45,NA,128,2.35,41.8,0.2,8.1,21.2,194,"summer",8,2003,67
"466","A053084062",-0.512076423654605,7.5,5,2003,"spring",10886400,0,127,"F",19.3,"dark.brown",5,1,"22E",31.9,65,NA,NA,1.71,80,19,7.36,0.62,0.61,2.21,NA,111,3.77,51.8,NA,6.4,19.3,159,"summer",6,2003,66
"467","A053085267",-0.557124250268661,6.9,7,2003,"summer",15724800,0,183,"F",15.2,"dark.brown",4,3,"30H",33,150,28,129,2.19,97,20,12.64,1.93,0.31,2.03,NA,137,2.96,52.8,0.19,7.2,15.2,214,"summer",8,2003,65
"468","A053086377",-0.400006945857348,7.4,7,2003,"summer",16329600,0,190,"M",25.9,"black",4,1,"31C",27.2,177,24,87,1.84,97,19,5.63,NA,0.56,2.81,NA,137,4.47,50.5,0.64,8.2,25.9,221,"summer",8,2003,63
"469","A053096770",-0.420798932233601,7.7,5,2003,"spring",10886400,0,127,"M",25.1,"black",5,1,"22C",25.3,75,NA,129,2.18,100,24,5.81,2.07,NA,2.65,NA,134,4.63,52.8,0.55,10.2,25.1,158,"summer",6,2003,65
"470","A053098266",-0.414714967507925,7.1,6,2003,"summer",12096000,0,141,"F",22.4,"black",7,4,"24F",26.2,61,89,NA,1.74,95,20,8.29,1,0.27,2.72,NA,128,2.37,43.6,0.25,7,22.4,173,"summer",7,2003,71
"471","A053101275",-0.486096471958312,7.3,6,2003,"summer",12700800,0,148,"M",23.5,"light.brown",5,2,"25D",26.8,157,20,99,2,98,19,5.94,1.59,NA,2.82,NA,132,2.59,50.4,0.29,7.5,23.5,179,"summer",7,2003,65
"472","A053102110",-0.510545010206612,7.2,6,2003,"summer",11491200,0,134,"M",22.7,"dark.brown",3,2,"23A",30.3,82,39,149,1.86,87,22,9.87,2.15,0.47,2.68,NA,118,4.42,54.1,0.25,7.5,22.7,165,"summer",7,2003,67
"473","A053104274",-0.404009688311021,7.4,5,2003,"spring",10886400,0,127,"M",25.6,"chocolate",5,1,"22A",29.4,158,43,127,2.07,90,22,12.97,1.93,0.43,2.25,NA,127,3.47,52.5,0.81,5.4,25.6,158,"summer",6,2003,65
"474","A053104836",-0.476012349731523,7.4,7,2003,"summer",16329600,0,190,"F",21.6,"dark.brown",4,2,"31E",26.8,117,44,145,1.97,93,NA,5.78,1.62,0.33,2.16,NA,128,2.56,43.8,0.21,9.5,21.6,222,"summer",8,2003,68
"475","A053109294",-0.415244866880508,8,7,2003,"summer",14515200,0,169,"M",29.1,"light.brown",6,1,"28B",29.9,NA,46,108,2,95,NA,5.31,2.05,0.36,2.8,NA,128,3.67,52.3,0.54,7.9,29.1,202,"summer",8,2003,65
"476","A053111539",-0.508352492083741,7,7,2003,"summer",14515200,0,169,"F",17.1,"dark.brown",5,3,"28E",28.5,181,40,156,1.82,85,NA,5.78,1.29,0.47,2.53,NA,114,3.04,47.5,0.27,7.3,17.1,201,"summer",8,2003,66
"477","A053112576",-0.459392487759231,7.2,7,2003,"summer",15724800,0,183,"F",21.7,"dark.brown",4,2,"30G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","A053113372",-0.523412576044384,7.9,7,2003,"summer",15120000,0,176,"M",24.3,"chocolate",5,2,"29B",26.9,160,34,135,1.93,97,19,6.38,2.09,0.42,2.84,NA,136,3.47,48.7,1.08,6.9,24.3,208,"summer",8,2003,65
"479","A053115580",-0.41418098416426,7.4,6,2003,"summer",12096000,0,141,"M",25.7,"black",5,2,"24C",27.2,86,33,126,1.98,99,19,7.04,2.2,0.36,2.23,NA,134,3.38,47.9,0.31,6.7,25.7,172,"summer",7,2003,63
"480","A053117273",-0.522378117580056,8.5,6,2003,"summer",12700800,0,148,"M",28.1,"dark.brown",4,3,"25A",30.4,93,32,134,1.88,88,20,9.88,1.35,0.33,2.24,NA,121,3.58,55.8,NA,7.2,28.1,179,"summer",7,2003,65
"481","A053118815",-0.486076097372589,7,5,2003,"spring",10886400,0,127,"F",19.7,"albino",5,2,"22F",27.3,85,26,123,1.99,90,20,11.84,1.86,0.33,2,NA,123,3.04,47.9,0.23,7,19.7,159,"summer",6,2003,66
"482","A053119096",-0.487469335297903,7.6,5,2003,"spring",10281600,0,120,"F",22.2,"black",5,1,"21E",31.6,96,32,181,2,89,19,7.06,1.99,0.47,2.63,NA,120,3.62,53.1,0.11,8.6,22.2,152,"summer",6,2003,64
"483","A053121340",-0.436755643970604,8.3,6,2003,"summer",13910400,0,162,"M",31.6,"chocolate",6,4,"27A",30.8,138,37,88,NA,108,24,NA,2.46,0.68,NA,8.5,146,3.74,NA,1.05,NA,31.6,192,"summer",7,2003,64
"484","A053121348",-0.455502810869842,6.8,6,2003,"summer",12700800,0,148,"M",21.4,"chocolate",3,2,"25C",29.5,107,27,131,1.89,87,22,11.07,1.51,0.4,2.6,NA,119,3.47,51,0.93,6.3,21.4,179,"summer",7,2003,65
"485","A053121776",-0.428358848174471,7.1,8,2003,"summer",16934400,0,197,"M",24.9,"silverado",4,1,"32D",29.8,132,47,249,1.98,102,20,8.21,2.28,0.43,2.87,NA,139,4.01,50.6,0.46,10,24.9,228,"autumn",9,2003,67
"486","A053121786",-0.476012349731523,7.4,6,2003,"summer",13305600,0,155,"F",19.2,"silverado",4,2,"26H",26.9,149,83,252,NA,89,NA,8.64,NA,0.41,2.86,NA,124,2.45,NA,0.15,NA,19.2,187,"summer",7,2003,67
"487","A053123328",-0.44973545423003,7.8,5,2003,"spring",10886400,0,127,"M",30.5,"black",7,1,"22B",28.4,101,51,147,2.09,86,20,5.09,2.19,0.69,3.03,NA,122,4.01,53.5,0.62,7.9,30.5,158,"summer",6,2003,66
"488","A053126610",-0.492312753614734,8,7,2003,"summer",16329600,0,190,"M",19.2,"black",6,2,"31A",29.9,134,27,87,2.05,97,20,12.9,2.01,0.42,2.81,NA,137,4.15,51.7,0.23,6.1,19.2,221,"summer",8,2003,67
"489","A053259595",-0.56300126311599,8.4,7,2003,"summer",14515200,0,169,"F",23.6,"dark.brown",5,1,"28G",34,164,35,118,1.88,90,NA,4.83,0.87,0.34,2.79,NA,123,2.87,50.8,NA,6.1,23.6,201,"summer",8,2003,64
"490","A053268028",-0.362482474751174,7.2,7,2003,"summer",14515200,0,169,"M",27.9,"black",3,1,"28C",30.5,NA,41,100,2.05,95,NA,10.27,NA,0.35,2.64,NA,124,3.44,54.8,0.57,7,27.9,202,"summer",8,2003,65
"491","A053273558",-0.390964407770095,7.7,7,2003,"summer",16329600,0,190,"M",28.8,"chocolate",6,3,"31B",23.2,99,25,74,1.99,97,21,7.17,2.3,0.38,2.82,NA,137,3.2,44.6,0.9,5.8,28.8,221,"summer",8,2003,67
"492","A053274515",-0.528082454177869,7.9,7,2003,"summer",15120000,0,176,"M",25.3,"dark.brown",5,2,"29B",24.7,89,NA,441,1.81,97,18,9.14,1.92,0.39,2.98,NA,137,3.24,43.1,0.43,7.7,25.3,208,"summer",8,2003,65
"493","A053278519",-0.505149978319906,7.2,7,2003,"summer",16329600,0,190,"F",20.7,"black",4,3,"31F",29.4,168,37,100,2.01,95,19,6.15,1.59,0.79,2.79,NA,128,2.8,47.6,0.23,NA,20.7,222,"summer",8,2003,68
"494","A053278526",-0.386285389423799,7.2,5,2003,"spring",10886400,0,127,"M",26.7,"dark.brown",5,1,"22C",28.4,122,28,134,2.05,102,21,7.37,1.79,0.34,2.49,NA,135,3.22,49.5,0.36,9.8,26.7,158,"summer",6,2003,65
"495","A053278534",-0.501336438515049,7.3,7,2003,"summer",14515200,0,169,"F",18.2,"dark.brown",5,3,"28E",32.6,86,33,142,2,85,18,10.94,1.69,0.41,3.02,NA,115,3.6,53.4,0.3,7.9,18.2,201,"summer",8,2003,66
"496","A053279798",-0.461827897231375,7.3,6,2003,"summer",12096000,0,141,"F",22.5,"silverado",3,3,"24G",33.2,89,28,176,1.95,88,18,11.07,1.02,0.41,2.64,NA,124,3.35,52.9,NA,5.7,22.5,173,"summer",7,2003,66
"497","A053306061",-0.394471030532468,6.7,5,2003,"spring",10886400,0,127,"F",19.6,"black",5,1,"22E",22.2,71,NA,406,1.62,86,17,8.07,0.88,0.33,2.07,NA,118,1.98,38.9,0.21,6.5,19.6,159,"summer",6,2003,66
"498","A053309610",-0.365913624730821,7,5,2003,"spring",10886400,0,127,"M",24.6,"dark.brown",5,1,"22A",26.8,100,29,88,2.24,94,26,13.43,1.86,0.36,2.56,NA,130,2.81,49.5,0.84,7,24.6,158,"summer",6,2003,65
"499","A053310123",-0.451750745465355,7.8,6,2003,"summer",13305600,0,155,"M",25.7,"silverado",3,2,"26D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","A053310771",-0.538163841653713,7.1,6,2003,"summer",12700800,0,148,"F",19,"chocolate",6,2,"25G",32.2,131,24,153,2.02,93,22,10.55,1.54,0.43,3.33,NA,131,3.24,54.9,0.19,12.4,19,180,"summer",7,2003,65
"501","A053311315",-0.559790828613109,7.5,6,2003,"summer",13305600,0,155,"F",18.2,"chocolate",4,2,"26E",31,131,33,150,NA,99,NA,6.74,NA,0.46,2.42,NA,132,2.6,NA,0.1,NA,18.2,187,"summer",7,2003,66
"502","A053314371",-0.497269495803507,7.5,5,2003,"spring",10281600,0,120,"M",24.1,"silverado",4,1,"21C",28.7,86,44,140,1.86,90,19,6.25,1.93,0.37,2.37,NA,122,3.39,50,0.5,6.6,24.1,151,"summer",6,2003,63
"503","A053315089",-0.46763008089834,7.7,5,2003,"spring",10281600,0,120,"M",23.4,"light.brown",4,2,"21D",30.9,77,26,113,1.99,96,24,7.25,2.11,0.3,2.65,NA,129,3.69,51.6,0.18,8.5,23.4,151,"summer",6,2003,64
"504","A053324619",-0.393853641799339,7.9,7,2003,"summer",16329600,0,190,"M",28.9,"black",4,1,"31C",29.2,150,31,101,1.98,97,22,7.49,NA,0.64,2.31,NA,138,NA,52.7,0.46,7.6,28.9,221,"summer",8,2003,63
"505","A053325844",-0.402172162806092,7.8,6,2003,"summer",12096000,0,141,"M",29.9,"silverado",5,3,"24B",26.8,124,42,126,2.08,98,21,6.28,2.09,0.32,2.42,NA,133,2.96,51,0.36,NA,29.9,172,"summer",7,2003,65
"506","A053327638",-0.424630381500019,7.2,6,2003,"summer",12700800,0,148,"M",26.5,"chocolate",5,2,"25D",28.4,109,26,96,2.09,97,19,7.91,1.89,0.32,2.48,9.5,132,3.39,50.8,0.72,7.8,26.5,179,"summer",7,2003,65
"507","A053328342",-0.476316260083433,7.7,5,2003,"spring",10886400,0,127,"F",24,"black",4,1,"22D",21.3,69,70,390,1.69,86,20,10.72,1.02,0.31,2.67,NA,116,2.2,38.3,0.3,9.4,24,159,"summer",6,2003,66
"508","A053328630",-0.501696450903618,8.3,7,2003,"summer",16329600,0,190,"F",23.8,"black",4,1,"31D",31.2,158,32,123,2.07,97,18,8.9,NA,0.42,2.45,NA,137,3.85,52.4,0.39,7.1,23.8,222,"summer",8,2003,64
"509","A053329319",-0.505467329069799,7.4,6,2003,"summer",12096000,0,141,"F",18.2,"albino",2,2,"24E",25.5,101,74,405,1.7,92,NA,8.76,1.42,0.33,2.42,NA,121,2.96,43.3,NA,5.2,18.2,173,"summer",7,2003,64
"510","A053334598",-0.485032753224244,7.1,6,2003,"summer",12096000,0,141,"F",18.3,"light.brown",7,4,"24F",33.2,52,29,153,2.01,94,20,9.14,1.42,0.54,2.68,NA,129,3.78,55.2,NA,6.6,18.3,173,"summer",7,2003,71
"511","A053334608",-0.429687696095396,8.2,7,2003,"summer",16329600,0,190,"M",28,"chocolate",6,2,"31A",25.4,121,29,94,1.8,97,17,5.83,1.93,0.38,2.51,NA,137,3.57,46.3,0.57,5.1,28,221,"summer",8,2003,67
"512","A053344037",-0.524713966400823,8.1,6,2003,"summer",12096000,0,141,"F",21.5,"albino",2,2,"24E",33,97,58,232,1.94,86,17,8.29,1.62,0.52,2.98,NA,119,3.78,54,NA,7.2,21.5,173,"summer",7,2003,64
"513","A053345270",-0.413322321513422,7.6,8,2003,"summer",16934400,0,197,"M",26.7,"dark.brown",4,2,"32A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","A053345354",-0.553326943003994,8,6,2003,"summer",13305600,0,155,"F",20.5,"light.brown",4,1,"26G",30.9,132,39,185,NA,91,NA,4.8,1.48,0.46,3.01,NA,124,3.39,NA,NA,NA,20.5,187,"summer",7,2003,67
"515","A053347109",-0.410083836023215,7.4,5,2003,"spring",10281600,0,120,"F",26.8,"albino",5,1,"21E",30.3,99,26,144,2.02,92,21,14.1,2.28,0.42,2.14,NA,123,3.91,53.2,0.76,6.8,26.8,152,"summer",6,2003,64
"516","A053347368",-0.559725735673334,7.9,8,2003,"summer",16934400,0,197,"F",20.7,"light.brown",4,1,"32E",27.4,124,32,105,1.87,84,NA,13.31,1.2,0.39,2.25,NA,114,3.05,43.9,0.47,6.2,20.7,229,"autumn",9,2003,68
"517","A053348357",-0.452549911153836,8.3,7,2003,"summer",14515200,0,169,"M",28.3,"dark.brown",6,1,"28B",29.7,NA,51,131,1.91,81,NA,8.31,1.56,0.45,2.59,7.9,137,3.72,53.6,0.79,8.8,28.3,202,"summer",8,2003,65
"518","A053349036",-0.41373427585527,7,5,2003,"spring",10281600,0,120,"F",20.8,"chocolate",6,1,"21G",28.6,84,31,182,1.95,91,22,9.11,1.64,0.22,2.03,NA,125,2.63,48.7,0.44,5.1,20.8,152,"summer",6,2003,67
"519","A053349313",-0.521096333317203,7.9,5,2003,"spring",10886400,0,127,"M",24.4,"light.brown",5,1,"22A",31.2,153,42,184,2.21,98,24,13.96,1.97,0.36,2.54,NA,133,3.25,53.6,1.3,5.4,24.4,158,"summer",6,2003,65
"520","A053350345",-0.42603493065392,8.1,5,2003,"spring",10281600,0,120,"M",33.1,"light.brown",4,2,"21D",29.4,61,24,120,1.98,94,23,8.68,2.37,0.34,2.57,NA,125,4.11,51.8,0.21,7.5,33.1,151,"summer",6,2003,64
"521","A053350557",-0.498631896373187,7.8,6,2003,"summer",13305600,0,155,"F",23,"chocolate",4,2,"26E",28,93,62,NA,NA,102,NA,9.44,1.32,0.36,2.88,NA,138,2.78,NA,0.12,NA,23,187,"summer",7,2003,66
"522","A053357326",-0.442567676995773,7.7,6,2003,"summer",12096000,0,141,"M",26.5,"light.brown",6,2,"24A",26.6,97,25,67,1.93,98,20,7.18,1.44,0.21,2.51,NA,131,2.21,48,0.36,7.8,26.5,172,"summer",7,2003,65
"523","A053357344",-0.460597188897601,7.6,6,2003,"summer",11491200,0,134,"F",22.7,"light.brown",6,2,"23F",31.2,121,22,102,2.05,96,NA,6.89,1.25,0.27,2.62,NA,131,2.33,53.2,0.31,6.6,22.7,166,"summer",7,2003,65
"524","A053363022",-0.502934992554404,7.4,5,2003,"spring",10886400,0,127,"F",18.8,"dark.brown",4,1,"22D",30.3,91,24,161,2.02,93,22,10.41,1.54,0.51,2.64,NA,126,3.47,51,0.3,10.3,18.8,159,"summer",6,2003,66
"525","A053363287",-0.442021431169121,8.2,6,2003,"summer",13910400,0,162,"M",29.2,"light.brown",4,1,"27B",27.8,101,29,90,NA,97,19,11.02,2.02,0.43,2.41,NA,135,3.3,NA,0.91,NA,29.2,192,"summer",7,2003,66
"526","A053364292",-0.421183069721464,7.6,6,2003,"summer",11491200,0,134,"M",27.7,"albino",4,1,"23C",34.2,104,NA,NA,1.88,86,24,4.79,1.84,0.43,3.39,NA,118,4.97,NA,NA,6.5,27.7,165,"summer",7,2003,64
"527","A053366615",-0.499864381858222,7,7,2003,"summer",15724800,0,183,"M",22,"black",4,2,"30A",30,209,35,85,2.28,97,23,10.37,1.84,0.29,2.7,NA,137,2.68,48.8,0.49,7.2,22,215,"summer",8,2003,65
"528","A053368562",-0.484531577841694,8.1,7,2003,"summer",15724800,0,183,"M",26.8,"chocolate",4,3,"30B",27.1,119,28,143,1.93,97,18,8.34,1.58,0.24,2,NA,137,2.62,49.1,0.35,4.5,26.8,215,"summer",8,2003,63
"529","A053370831",-0.46747960888093,7,7,2003,"summer",16329600,0,190,"F",18.9,"silverado",4,3,"31F",28.3,123,35,197,1.97,96,20,9.75,1.58,0.35,2.4,NA,129,2.61,44.5,0.25,11.1,18.9,222,"summer",8,2003,68
"530","A053372091",-0.500828604537263,8,6,2003,"summer",12700800,0,148,"F",24.8,"dark.brown",6,1,"25F",28.4,101,20,93,2.06,90,21,NA,1.95,0.45,2.55,NA,125,3.24,48.6,0.7,6.2,24.8,180,"summer",7,2003,65
"531","A053373276",-0.52256144803607,7.7,6,2003,"summer",13305600,0,155,"F",18.1,"black",4,2,"26H",28.1,131,NA,436,NA,93,NA,8.69,0.9,0.39,NA,NA,129,2.4,NA,0.27,NA,18.1,187,"summer",7,2003,67
"532","A053374870",-0.438203188689293,7.2,8,2003,"summer",16934400,0,197,"M",25.2,"black",4,1,"32D",33,145,27,76,2.28,100,17,8.7,1.78,0.36,2.57,NA,140,3.04,55.7,0.45,9.6,25.2,228,"autumn",9,2003,67
"533","A053375835",-0.455656300621807,7.5,6,2003,"summer",12096000,0,141,"F",21.5,"albino",4,1,"24D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534","A053376341",-0.449873323505828,7.6,6,2003,"summer",13305600,0,155,"F",23.4,"black",4,2,"26F",33.1,123,35,93,NA,103,23,NA,1.74,0.57,2.59,NA,142,2.94,NA,0.56,NA,23.4,187,"summer",7,2003,65
"535","A053377861",-0.421979776726178,6.8,5,2003,"spring",10281600,0,120,"F",19.5,"chocolate",6,1,"21G",29.2,97,62,432,1.94,94,23,10.88,2.17,0.32,1.82,NA,126,3.31,47.1,0.75,6.4,19.5,152,"summer",6,2003,67
"536","A053380881",-0.443563849598821,7.6,7,2003,"summer",16329600,0,190,"M",26.5,"black",6,3,"31B",35.5,NA,NA,NA,NA,98,NA,2.9,0.95,0.6,2.5,NA,136,NA,53.4,NA,NA,26.5,221,"summer",8,2003,67
"537","A053381362",-0.449873323505828,7.6,6,2003,"summer",11491200,0,134,"F",22.6,"light.brown",6,2,"23F",28.9,57,86,433,1.9,94,22,8.25,1.45,0.37,3.06,NA,126,3.11,47.9,0.35,7.1,22.6,166,"summer",7,2003,65
"538","A053382037",-0.387000022608025,7,5,2003,"spring",10281600,0,120,"M",22.4,"light.brown",4,2,"21D",25.9,91,NA,NA,1.99,94,21,6.61,0.92,0.56,2.38,NA,128,2.12,43.4,0.75,8.1,22.4,151,"summer",6,2003,64
"539","A053512777",-0.556898649772225,8.1,6,2003,"summer",13910400,0,162,"F",21.4,"black",6,5,"27F",25.9,NA,NA,NA,1.83,97,NA,7.47,0.99,0.29,3.51,NA,136,2.02,44.1,0.39,9.8,21.4,194,"summer",8,2003,68
"540","A053515788",-0.511219132735344,7,5,2003,"spring",10886400,0,127,"F",17.6,"albino",5,2,"22F",28.3,118,NA,430,1.97,89,NA,10.6,1.26,0.3,2.59,NA,124,2.48,48.1,0.26,10.2,17.6,159,"summer",6,2003,66
"541","A053517124",-0.547528576459782,8.4,8,2003,"summer",16934400,0,197,"F",22.6,"black",4,2,"32F",29.8,112,30,105,2.07,86,NA,13.73,0.99,0.38,2.85,NA,120,2.48,48.7,0.63,6.9,22.6,229,"autumn",9,2003,66
"542","A053521596",-0.405625529318945,7.7,6,2003,"summer",12096000,0,141,"M",29.1,"chocolate",5,3,"24B",28.4,128,67,124,1.99,94,20,8.9,1.76,0.38,2.49,NA,128,3.12,51.1,0.4,NA,29.1,172,"summer",7,2003,65
"543","A053523614",-0.485165380388339,7.6,6,2003,"summer",13910400,0,162,"F",20.8,"dark.brown",6,1,"27E",27.2,NA,NA,NA,2.14,99,NA,12.13,1.26,0.28,2.47,6.3,146,1.99,45.3,0.54,9.7,20.8,194,"summer",8,2003,67
"544","A053524010",-0.452487870977232,7.3,5,2003,"spring",10281600,0,120,"F",21.8,"chocolate",5,2,"21F",32.3,145,32,276,1.92,87,22,8.76,1.2,0.28,2.5,NA,116,2.89,50,NA,5.8,21.8,152,"summer",6,2003,67
"545","A053537328",-0.502149260421593,7.5,6,2003,"summer",12096000,0,141,"F",21.1,"chocolate",7,4,"24F",29.4,98,27,144,2.09,89,23,11.02,NA,0.41,3.71,NA,125,3.45,50.7,0.42,8.7,21.1,173,"summer",7,2003,71
"546","A053538123",-0.419708753434209,7.5,8,2003,"summer",16934400,0,197,"M",29,"silverado",4,1,"32D",31.8,154,26,92,2.42,102,20,8.07,1.65,0.39,2.84,NA,141,2.68,51.8,0.55,10.1,29,228,"autumn",9,2003,67
"547","A053542615",-0.523412576044384,7.9,6,2003,"summer",13305600,0,155,"F",19.4,"black",4,2,"26F",28.2,157,63,353,NA,100,22,12.92,1.13,0.45,NA,NA,138,2.35,NA,0.52,NA,19.4,187,"summer",7,2003,65
"548","A053543610",-0.364060203833546,7.1,5,2003,"spring",10886400,0,127,"M",28.1,"black",7,1,"22B",30.1,126,41,69,2.32,105,27,6.07,2.42,0.46,2.58,8.7,142,3.44,51.4,0.85,8.8,28.1,158,"summer",6,2003,66
"549","A053544524",-0.516120112208158,8.4,7,2003,"summer",15120000,0,176,"M",27.7,"black",4,1,"29C",26,127,23,91,1.98,97,18,5.24,1.54,0.2,2.84,NA,136,2.9,50,0.59,6.7,27.7,208,"summer",8,2003,68
"550","A053547773",-0.420430523212071,6.2,7,2003,"summer",15724800,0,183,"F",17,"dark.brown",4,2,"30G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","A053548812",-0.440691989092988,8,7,2003,"summer",16329600,0,190,"M",24.3,"black",6,2,"31A",28.1,143,24,100,1.93,97,20,13,1.9,0.43,1.83,NA,137,3.6,49.6,0.55,7,24.3,221,"summer",8,2003,67
"552","A053550328",-0.457134555417412,8.1,7,2003,"summer",14515200,0,169,"M",28.4,"black",3,1,"28D",29.8,NA,33,97,2.04,92,NA,10.87,NA,0.27,2.58,NA,132,3,54.2,0.41,6.5,28.4,202,"summer",8,2003,64
"553","A053557530",-0.438527699194033,7.7,6,2003,"summer",12096000,0,141,"F",23.8,"sand",3,3,"24G",31.8,130,31,115,2.21,97,20,13.51,1.13,0.4,2.36,NA,133,2.28,50.6,0.34,6.2,23.8,173,"summer",7,2003,66
"554","A053558768",-0.369911285071794,7.5,7,2003,"summer",15120000,0,176,"M",26.5,"albino",4,1,"29C",27.2,104,25,91,1.98,97,21,11.12,1.61,0.24,2.97,NA,137,2.88,50.9,0.72,10.8,26.5,208,"summer",8,2003,68
